web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,item_page_title,item_page_link,data_1,data_2,Product_Color,Product_Size,image_1
"1771962391-31","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€5,638.93","What Goes Around Comes Around","Chanel Multi Lambskin 2.55 Bag 10""","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38510102cb/wgadb38510102cb_1725640823900_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Multi Lambskin 2.55 Bag 10""€5,638.93","https://www.shopbop.com/chanel-multi-lambskin-255-what/vp/v=1/1551420761.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2045992953&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_70","What Goes Around Comes Around","Chanel Multi Lambskin 2.55 Bag 10""","Multi","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38510102cb/wgadb38510102cb_1725640823900_2-0._QL90_UX1128_.jpg"
"1771962398-32","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,314.34","Acne Studios","Awolke Metal Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3206612208/acndb3206612208_1697748069623_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosAwolke Metal Shoulder Bag€1,314.34","https://www.shopbop.com/awolke-metal-acne-studios/vp/v=1/1583005164.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2094895023&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_69","Acne Studios","Awolke Metal Shoulder Bag","Silver","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3206612208/acndb3206612208_1697748069623_2-0._QL90_UX1128_.jpg"
"1771962404-33","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€5,511.74","Shopbop Archive","Chanel Pearl Drawstring Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb330451071b/sbadb330451071b_1725375629671_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveChanel Pearl Drawstring Shoulder Bag€5,511.74","https://www.shopbop.com/chanel-pearl-drawstring-shoulder-bag/vp/v=1/1518644861.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2054653453&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_68","Shopbop Archive","Chanel Pearl Drawstring Shoulder Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb330451071b/sbadb330451071b_1725375629671_2-0._QL90_UX1128_.jpg"
"1771962408-34","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,483.93","Shopbop Archive","Fendi Peekaboo 2-Way Hand Bag, Studded Crystals","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33000102cb/sbadb33000102cb_1723138537955_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveFendi Peekaboo 2-Way Hand Bag, Studded Crystals€1,483.93","https://www.shopbop.com/fendi-peekaboo-way-hand-bag/vp/v=1/1566840396.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2031888870&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_67","Shopbop Archive","Fendi Peekaboo 2-Way Hand Bag, Studded Crystals","Multi","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33000102cb/sbadb33000102cb_1723138537955_2-0._QL90_UX1128_.jpg"
"1771962414-35","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€669.89","Proenza Schouler","Slide Bag in Soft Suede","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2090710372/prosh2090710372_1752098188949_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerSlide Bag in Soft Suede€669.89","https://www.shopbop.com/slide-bag-soft-suede-proenza/vp/v=1/1516915341.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2080102270&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_66","Proenza Schouler","Slide Bag in Soft Suede","Fern","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2090710372/prosh2090710372_1752098188949_2-0._QL90_UX1128_.jpg"
"1771962420-36","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€466.38","Shopbop Archive","Louis Vuitton Pochette Cles, Monogram","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3089011409/sbadb3089011409_1627415441591_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Pochette Cles, Monogram€466.38","https://www.shopbop.com/louis-vuitton-pochette-cles-monogram/vp/v=1/1522754378.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2004998716&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_65","Shopbop Archive","Louis Vuitton Pochette Cles, Monogram","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3089011409/sbadb3089011409_1627415441591_2-0._QL90_UX1128_.jpg"
"1771962426-37","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,865.51","Shopbop Archive","Prada Flat Tote Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3310814997/sbadb3310814997_1728321399412_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchivePrada Flat Tote Bag€1,865.51","https://www.shopbop.com/prada-flat-tote-bag-satin/vp/v=1/1560971055.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2006649161&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_64","Shopbop Archive","Prada Flat Tote Bag","Neutral","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3310814997/sbadb3310814997_1728321399412_2-0._QL90_UX1128_.jpg"
"1771962430-38","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,059.95","Shopbop Archive","Hermes Bearn Card Case","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3319911de9/sbadb3319911de9_1731016674066_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveHermes Bearn Card Case€1,059.95","https://www.shopbop.com/hermes-bearn-card-case-calfskin/vp/v=1/1542975368.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2011227686&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_63","Shopbop Archive","Hermes Bearn Card Case","Pink","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3319911de9/sbadb3319911de9_1731016674066_2-0._QL90_UX1128_.jpg"
"1771962436-39","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€3,561.43","Shopbop Archive","Chanel Chain Quilted Lambskin Tote Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33127102d9/sbadb33127102d9_1727902282796_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveChanel Chain Quilted Lambskin Tote Bag€3,561.43","https://www.shopbop.com/chain-tote-bag-quilted-lambskin/vp/v=1/1527024322.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2032480053&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_62","Shopbop Archive","Chanel Chain Quilted Lambskin Tote Bag","Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33127102d9/sbadb33127102d9_1727902282796_2-0._QL90_UX1128_.jpg"
"1771962442-40","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,289.49","Acne Studios","Multipocket Tote Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3225114abe/acndb3225114abe_1727271935854_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMultipocket Tote Bag€2,289.49","https://www.shopbop.com/bags000477-acne-studios/vp/v=1/1509716745.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2062643522&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_61","Acne Studios","Multipocket Tote Bag","White/Grey","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3225114abe/acndb3225114abe_1727271935854_2-0._QL90_UX1128_.jpg"
"1771962448-41","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€4,790.97","What Goes Around Comes Around","Chanel Lambskin CC Clasp Flap Small Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb3880410532/wgadb3880410532_1730214285474_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Lambskin CC Clasp Flap Small Bag€4,790.97","https://www.shopbop.com/chanel-brg-lmbsk-ccclaspflap-what/vp/v=1/1534321121.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2003101562&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_60","What Goes Around Comes Around","Chanel Lambskin CC Clasp Flap Small Bag","Burgundy","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb3880410532/wgadb3880410532_1730214285474_2-0._QL90_UX1128_.jpg"
"1771962454-42","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,221.06","Shopbop Archive","Louis Vuitton Looping Mm, Monogram","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3143011409/sbadb3143011409_1692196296657_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Looping Mm, Monogram€1,221.06","https://www.shopbop.com/louis-vuitton-looping-monogram-shopbop/vp/v=1/1567292073.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2049682445&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_59","Shopbop Archive","Louis Vuitton Looping Mm, Monogram","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3143011409/sbadb3143011409_1692196296657_2-0._QL90_UX1128_.jpg"
"1771962459-43","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,416.69","What Goes Around Comes Around","Louis Vuitton Monogram Soufflot Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb40476102d9/wgadb40476102d9_1768593615667_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundLouis Vuitton Monogram Soufflot Bag€2,416.69","https://www.shopbop.com/monogram-soufflot-what-goes-around/vp/v=1/1599689466.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2016571469&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_58","What Goes Around Comes Around","Louis Vuitton Monogram Soufflot Bag","Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb40476102d9/wgadb40476102d9_1768593615667_2-0._QL90_UX1128_.jpg"
"1771962465-44","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€3,349.44","What Goes Around Comes Around","Chanel Red Caviar Classic Quilted Wallet On Chain","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38451102d9/wgadb38451102d9_1723223685232_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Red Caviar Classic Quilted Wallet On Chain€3,349.44","https://www.shopbop.com/chanel-red-caviar-classicquiltedwoc-what/vp/v=1/1580608097.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2070300107&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_57","What Goes Around Comes Around","Chanel Red Caviar Classic Quilted Wallet On Chain","Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38451102d9/wgadb38451102d9_1723223685232_2-0._QL90_UX1128_.jpg"
"1771962470-45","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€996.35","Shopbop Archive","Prada Nylon Pouch","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb307911071b/sbadb307911071b_1616701904297_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchivePrada Nylon Pouch€996.35","https://www.shopbop.com/prada-nylon-pouch-shopbop-archive/vp/v=1/1535980610.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2099258440&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_56","Shopbop Archive","Prada Nylon Pouch","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb307911071b/sbadb307911071b_1616701904297_2-0._QL90_UX1128_.jpg"
"1771962475-46","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€805.56","Shopbop Archive","Gucci Pink Swing Continental Wallet on Strap","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3322111de9/sbadb3322111de9_1731959478464_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveGucci Pink Swing Continental Wallet on Strap€805.56","https://www.shopbop.com/gucci-pink-swing-continental-wallet/vp/v=1/1526938108.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2082208719&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_55","Shopbop Archive","Gucci Pink Swing Continental Wallet on Strap","Pink","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3322111de9/sbadb3322111de9_1731959478464_2-0._QL90_UX1128_.jpg"
"1771962482-47","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€287.46","Vee Collective","Porter Weekender Tote Matte Black","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/veeco/veeco3005821e5b/veeco3005821e5b_1715368381128_2-0._QL90_UX1128_.jpg","","","Vee CollectivePorter Weekender Tote Matte Black€287.46","https://www.shopbop.com/porter-weekender-matt-black-vee/vp/v=1/1515272608.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2023609492&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_54","Vee Collective","Porter Weekender Tote Matte Black","Matte Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/veeco/veeco3005821e5b/veeco3005821e5b_1715368381128_2-0._QL90_UX1128_.jpg"
"1771962488-48","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€4,027.81","What Goes Around Comes Around","Dior Multi Canvas Rasta Saddle Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38860102cb/wgadb38860102cb_1731617750011_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundDior Multi Canvas Rasta Saddle Bag€4,027.81","https://www.shopbop.com/dior-multi-canvas-rasta-saddle/vp/v=1/1575503178.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2068998731&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_53","What Goes Around Comes Around","Dior Multi Canvas Rasta Saddle Bag","Multi","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38860102cb/wgadb38860102cb_1731617750011_2-0._QL90_UX1128_.jpg"
"1771962494-49","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,671.07","What Goes Around Comes Around","Dior Green Calfskin 30 Montaigne Box Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38900102c8/wgadb38900102c8_1731683583163_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundDior Green Calfskin 30 Montaigne Box Bag€2,671.07","https://www.shopbop.com/dior-green-calfskin-montaigne-box/vp/v=1/1569591963.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2067661865&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_52","What Goes Around Comes Around","Dior Green Calfskin 30 Montaigne Box Bag","Green","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38900102c8/wgadb38900102c8_1731683583163_2-0._QL90_UX1128_.jpg"
"1771962499-50","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,526.33","Acne Studios","Platt Micro Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321471cd2d/acndb321471cd2d_1702403010543_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosPlatt Micro Shoulder Bag€1,526.33","https://www.shopbop.com/a10350-acne-studios/vp/v=1/1560183423.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2039454743&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_51","Acne Studios","Platt Micro Shoulder Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321471cd2d/acndb321471cd2d_1702403010543_2-0._QL90_UX1128_.jpg"
"1771962502-51","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,907.91","What Goes Around Comes Around","Loewe Black Calfskin Hammock Drawstring Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb389051071b/wgadb389051071b_1731957642887_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundLoewe Black Calfskin Hammock Drawstring Shoulder Bag€1,907.91","https://www.shopbop.com/loewe-black-calfskin-hammock-drawstring/vp/v=1/1591457469.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2059622957&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_50","What Goes Around Comes Around","Loewe Black Calfskin Hammock Drawstring Shoulder Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb389051071b/wgadb389051071b_1731957642887_2-0._QL90_UX1128_.jpg"
"1771962506-52","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,247.09","What Goes Around Comes Around","Dior Navy Calfskin Tie Dye 30 Montaigne Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38948124bd/wgadb38948124bd_1734709627443_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundDior Navy Calfskin Tie Dye 30 Montaigne Bag€2,247.09","https://www.shopbop.com/dior-navy-calfskin-tie-dye30/vp/v=1/1573276622.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2051984618&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_49","What Goes Around Comes Around","Dior Navy Calfskin Tie Dye 30 Montaigne Bag","Navy","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38948124bd/wgadb38948124bd_1734709627443_2-0._QL90_UX1128_.jpg"
"1771962509-53","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€6,741.28","What Goes Around Comes Around","Chanel Red Caviar Chevron Double Flap Shoulder Bag 10""","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38897102d9/wgadb38897102d9_1731614535577_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Red Caviar Chevron Double Flap Shoulder Bag 10""€6,741.28","https://www.shopbop.com/chanel-red-caviar-chevron-double/vp/v=1/1533545658.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2024338678&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_48","What Goes Around Comes Around","Chanel Red Caviar Chevron Double Flap Shoulder Bag 10""","Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb38897102d9/wgadb38897102d9_1731614535577_2-0._QL90_UX1128_.jpg"
"1771962513-54","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€3,943.01","What Goes Around Comes Around","Chanel Black Sequin Handbag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb389321071b/wgadb389321071b_1734564374941_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Black Sequin Handbag€3,943.01","https://www.shopbop.com/chanel-black-sequin-handbag-what/vp/v=1/1510025072.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2084644130&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_47","What Goes Around Comes Around","Chanel Black Sequin Handbag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb389321071b/wgadb389321071b_1734564374941_2-0._QL90_UX1128_.jpg"
"1771962517-55","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€8,098.02","What Goes Around Comes Around","Chanel Black Canvas Half Flap Maxi Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb391031071b/wgadb391031071b_1734969969537_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Black Canvas Half Flap Maxi Bag€8,098.02","https://www.shopbop.com/chanel-black-canvas-half-flap/vp/v=1/1534306512.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2006331774&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_46","What Goes Around Comes Around","Chanel Black Canvas Half Flap Maxi Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb391031071b/wgadb391031071b_1734969969537_2-0._QL90_UX1128_.jpg"
"1771962521-56","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€3,815.82","What Goes Around Comes Around","Chanel Pink Caviar Boy Wallet On Chain","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb3904711de9/wgadb3904711de9_1736183746037_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Pink Caviar Boy Wallet On Chain€3,815.82","https://www.shopbop.com/chanel-pink-caviar-boywoc-what/vp/v=1/1593341504.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2054605937&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_45","What Goes Around Comes Around","Chanel Pink Caviar Boy Wallet On Chain","Pink","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb3904711de9/wgadb3904711de9_1736183746037_2-0._QL90_UX1128_.jpg"
"1771962524-57","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€4,197.40","Shopbop Archive","Chanel Bijoux Quilted Lambskin Camera Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb331001071b/sbadb331001071b_1727902184866_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveChanel Bijoux Quilted Lambskin Camera Bag€4,197.40","https://www.shopbop.com/chanel-bijoux-camera-bag-quilted/vp/v=1/1515145054.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2042408251&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_44","Shopbop Archive","Chanel Bijoux Quilted Lambskin Camera Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb331001071b/sbadb331001071b_1727902184866_2-0._QL90_UX1128_.jpg"
"1771962527-58","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,102.35","Acne Studios","Multipocket Mini Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321492169e/acndb321492169e_1702400081793_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMultipocket Mini Bag€1,102.35","https://www.shopbop.com/a10343-acne-studios/vp/v=1/1560019922.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2008831905&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_43","Acne Studios","Multipocket Mini Bag","Lilac/Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321492169e/acndb321492169e_1702400081793_2-0._QL90_UX1128_.jpg"
"1771962531-59","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€423.98","Shopbop Archive","Fendi Feise Tri-Fold Wallet","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3328411409/sbadb3328411409_1734369214937_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveFendi Feise Tri-Fold Wallet€423.98","https://www.shopbop.com/fendi-feise-tri-fold-wallet/vp/v=1/1597669896.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2084823294&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_42","Shopbop Archive","Fendi Feise Tri-Fold Wallet","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3328411409/sbadb3328411409_1734369214937_2-0._QL90_UX1128_.jpg"
