web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,image4,item_page_title,item_page_link,data_1,data_2,Product_Name,image_1
"1771964343-21","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €334.94","The Lulo Project","Cielo Maxi Dress","Editors’ Pick","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop300972618a/lulop300972618a_1749828181119_2-0._QL90_UX1128_.jpg","","","","Editors’ PickThe Lulo ProjectCielo Maxi DressPrevious Price €334.94Sale Price €66.99","https://www.shopbop.com/cielo-maxi-dress-lulo-project/vp/v=1/1562339298.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2024211537&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EP_80","The Lulo Project","Cielo Maxi Dress","The Lulo ProjectCielo Maxi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop300972618a/lulop300972618a_1749828181119_2-0._QL90_UX1128_.jpg"
"1771964346-22","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €55.12","Lioness","Dream-like Tee","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3069110343/lione3069110343_1751301206512_2-0._QL90_UX1128_.jpg","","","","LionessDream-like TeePrevious Price €55.12Sale Price €11.02","https://www.shopbop.com/dreamlike-tee-lioness/vp/v=1/1558463816.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2015026472&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_79","Lioness","Dream-like Tee","LionessDream-like Tee","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3069110343/lione3069110343_1751301206512_2-0._QL90_UX1128_.jpg"
"1771964349-23","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €167.90","VRG GRL","Isabel Maxi Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vrggr/vrggr30042102c9/vrggr30042102c9_1747926678361_2-0._QL90_UX1128_.jpg","","","","VRG GRLIsabel Maxi DressPrevious Price €167.90Sale Price €33.58","https://www.shopbop.com/isabel-maxi-dress-sky-vrg/vp/v=1/1567897968.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2071668648&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_78","VRG GRL","Isabel Maxi Dress","VRG GRLIsabel Maxi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vrggr/vrggr30042102c9/vrggr30042102c9_1747926678361_2-0._QL90_UX1128_.jpg"
"1771964352-24","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €76.32","Lioness","Countryside Skort","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3072012082/lione3072012082_1752005250732_2-0._QL90_UX1128_.jpg","","","","LionessCountryside SkortPrevious Price €76.32Sale Price €19.08","https://www.shopbop.com/countryside-skort-lioness/vp/v=1/1557964455.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2032113508&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_77","Lioness","Countryside Skort","LionessCountryside Skort","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3072012082/lione3072012082_1752005250732_2-0._QL90_UX1128_.jpg"
"1771964354-25","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €76.32","Lioness","Countryside Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3072212082/lione3072212082_1751907387009_2-0._QL90_UX1128_.jpg","","","","LionessCountryside TopPrevious Price €76.32Sale Price €15.26","https://www.shopbop.com/countryside-top-lioness/vp/v=1/1511519370.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2038071216&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_76","Lioness","Countryside Top","LionessCountryside Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3072212082/lione3072212082_1751907387009_2-0._QL90_UX1128_.jpg"
"1771964356-26","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €589.33","Rosie Assoulin","That's A Wrap! Dress","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rosdb/rosdb3024156048/rosdb3024156048_1750872572600_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueRosie AssoulinThat's A Wrap! DressPrevious Price €589.33Sale Price €117.87","https://www.shopbop.com/thats-wrap-dress-rosie-assoulin/vp/v=1/1580528971.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2080936913&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_75","Rosie Assoulin","That's A Wrap! Dress","Rosie AssoulinThat's A Wrap! Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rosdb/rosdb3024156048/rosdb3024156048_1750872572600_2-0._QL90_UX1128_.jpg"
"1771964359-27","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €50.03","Good American","Compression Better Bikini Bottoms","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117112952/gamer3117112952_1738268463732_2-0._QL90_UX1128_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117112952/gamer3117112952_1738268463490_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117122b0d/gamer3117122b0d_1740751806346_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","","Good AmericanCompression Better Bikini BottomsPrevious Price €50.03Sale Price €10.01","https://www.shopbop.com/compression-better-bikini-bottom-good/vp/v=1/1519865871.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2038716691&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_74","Good American","Compression Better Bikini Bottoms","Good AmericanCompression Better Bikini Bottoms","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117112952/gamer3117112952_1738268463732_2-0._QL90_UX1128_.jpg"
"1771964362-28","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €50.03","Good American","Square Neck Compression Swim Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117012952/gamer3117012952_1743619744422_2-0._QL90_UX1128_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117012952/gamer3117012952_1738270802254_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117022b0d/gamer3117022b0d_1740697283481_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","","Good AmericanSquare Neck Compression Swim TopPrevious Price €50.03Sale Price €10.01","https://www.shopbop.com/square-neck-compression-swim-top/vp/v=1/1512799911.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066595832&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_73","Good American","Square Neck Compression Swim Top","Good AmericanSquare Neck Compression Swim Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3117012952/gamer3117012952_1743619744422_2-0._QL90_UX1128_.jpg"
"1771964364-29","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €233.19","EB Denim","Ellie Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ebden/ebden3006310117/ebden3006310117_1755622757574_2-0._QL90_UX1128_.jpg","","","","EB DenimEllie DressPrevious Price €233.19Sale Price €46.64","https://www.shopbop.com/ellie-dress-eb-denim/vp/v=1/1503245847.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2068826152&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_72","EB Denim","Ellie Dress","EB DenimEllie Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ebden/ebden3006310117/ebden3006310117_1755622757574_2-0._QL90_UX1128_.jpg"
"1771964367-30","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €83.10","LE BOP","Cecilla Boxer Shorts","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3014017a41/lebop3014017a41_1747751627353_2-0._QL90_UX1128_.jpg","","","","ExclusiveLE BOPCecilla Boxer ShortsPrevious Price €83.10Sale Price €16.62","https://www.shopbop.com/cecilla-boxer-shorts-le-bop/vp/v=1/1525685428.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2062916103&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_71","LE BOP","Cecilla Boxer Shorts","LE BOPCecilla Boxer Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3014017a41/lebop3014017a41_1747751627353_2-0._QL90_UX1128_.jpg"
"1771964370-31","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €117.02","LE BOP","Cecillia Short Sleeve Top","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3013917a41/lebop3013917a41_1747751585114_2-0._QL90_UX1128_.jpg","","","","ExclusiveLE BOPCecillia Short Sleeve TopPrevious Price €117.02Sale Price €23.40","https://www.shopbop.com/cecillia-short-sleeve-top-le/vp/v=1/1587668121.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2050112113&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_70","LE BOP","Cecillia Short Sleeve Top","LE BOPCecillia Short Sleeve Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3013917a41/lebop3013917a41_1747751585114_2-0._QL90_UX1128_.jpg"
"1771964373-32","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €279.83","The Garment","Noah Mini Skirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3000422b0d/garme3000422b0d_1743991097540_2-0._QL90_UX1128_.jpg","","","","The GarmentNoah Mini SkirtPrevious Price €279.83Sale Price €55.97","https://www.shopbop.com/noah-mini-skirt-garment/vp/v=1/1583559150.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2089036483&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_69","The Garment","Noah Mini Skirt","The GarmentNoah Mini Skirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3000422b0d/garme3000422b0d_1743991097540_2-0._QL90_UX1128_.jpg"
"1771964375-33","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €83.95","WAYF","Marina Ruched Midi Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wayfa/wayfa20738135b5/wayfa20738135b5_1750952921391_2-0._QL90_UX1128_.jpg","","","","WAYFMarina Ruched Midi DressPrevious Price €83.95Sale Price €16.79","https://www.shopbop.com/marina-ruched-midi-dress-wayf/vp/v=1/1516271288.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2028452887&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_68","WAYF","Marina Ruched Midi Dress","WAYFMarina Ruched Midi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wayfa/wayfa20738135b5/wayfa20738135b5_1750952921391_2-0._QL90_UX1128_.jpg"
"1771964378-34","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €504.54","Kika Vargas","Rossy Leopard Dress","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kvarg/kvarg301901a569/kvarg301901a569_1743686517873_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueKika VargasRossy Leopard DressPrevious Price €504.54Sale Price €100.91","https://www.shopbop.com/rossy-dress-blue-leopard-kika/vp/v=1/1539931286.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2074373735&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_67","Kika Vargas","Rossy Leopard Dress","Kika VargasRossy Leopard Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kvarg/kvarg301901a569/kvarg301901a569_1743686517873_2-0._QL90_UX1128_.jpg"
"1771964381-35","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €55.12","Lioness","Humphrey Cami","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064110d92/lione3064110d92_1746649259901_2-0._QL90_UX1128_.jpg","","","","LionessHumphrey CamiPrevious Price €55.12Sale Price €11.02","https://www.shopbop.com/humphrey-cami-lioness/vp/v=1/1571992348.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2016706133&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_66","Lioness","Humphrey Cami","LionessHumphrey Cami","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064110d92/lione3064110d92_1746649259901_2-0._QL90_UX1128_.jpg"
"1771964383-36","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €93.28","Lioness","Top Model Jeans","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064454006/lione3064454006_1747073238551_2-0._QL90_UX1128_.jpg","","","","LionessTop Model JeansPrevious Price €93.28Sale Price €55.97","https://www.shopbop.com/top-model-jean-lioness/vp/v=1/1549750560.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2003735862&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_65","Lioness","Top Model Jeans","LionessTop Model Jeans","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064454006/lione3064454006_1747073238551_2-0._QL90_UX1128_.jpg"
"1771964386-37","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €72.08","Lioness","Renewal Halter Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064554006/lione3064554006_1747073679372_2-0._QL90_UX1128_.jpg","","","","LionessRenewal Halter TopPrevious Price €72.08Sale Price €14.42","https://www.shopbop.com/renewal-halter-top-lioness/vp/v=1/1595071749.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2084099231&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_64","Lioness","Renewal Halter Top","LionessRenewal Halter Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3064554006/lione3064554006_1747073679372_2-0._QL90_UX1128_.jpg"
"1771964389-38","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €117.02","Susana Monaco","Gathered String Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/susan/susan4111311411/susan4111311411_1747175677008_2-0._QL90_UX1128_.jpg","","","","Susana MonacoGathered String TopPrevious Price €117.02Sale Price €23.40","https://www.shopbop.com/gathered-string-top-susana-monaco/vp/v=1/1570731820.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066531486&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_63","Susana Monaco","Gathered String Top","Susana MonacoGathered String Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/susan/susan4111311411/susan4111311411_1747175677008_2-0._QL90_UX1128_.jpg"
"1771964391-39","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €210.29","AGOLDE","90s Mid Rise Loose Fit Jeans","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/agole/agole3111361705/agole3111361705_1744646326633_2-0._QL90_UX1128_.jpg","","","","AGOLDE90s Mid Rise Loose Fit JeansPrevious Price €210.29Sale Price €42.06","https://www.shopbop.com/90s-jean-mid-rise-loose/vp/v=1/1555119736.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2060885748&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_62","AGOLDE","90s Mid Rise Loose Fit Jeans","AGOLDE90s Mid Rise Loose Fit Jeans","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/agole/agole3111361705/agole3111361705_1744646326633_2-0._QL90_UX1128_.jpg"
"1771964394-40","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €134.83","DL1961","Instasculpt Rib Tube Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/dldll/dldll41224241d2/dldll41224241d2_1744222156552_2-0._QL90_UX1128_.jpg","","","","DL1961Instasculpt Rib Tube TopPrevious Price €134.83Sale Price €26.97","https://www.shopbop.com/instasculpt-rib-tube-top-dl1961/vp/v=1/1511160223.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2025934656&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_61","DL1961","Instasculpt Rib Tube Top","DL1961Instasculpt Rib Tube Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/dldll/dldll41224241d2/dldll41224241d2_1744222156552_2-0._QL90_UX1128_.jpg"
"1771964396-41","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €890.36","JW Anderson","Printed V Neck Mini Dress","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jande/jande3076710026/jande3076710026_1757096916860_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueJW AndersonPrinted V Neck Mini DressPrevious Price €890.36Sale Price €178.07","https://www.shopbop.com/printed-neck-mini-dress-jw/vp/v=1/1530697014.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2017069011&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_60","JW Anderson","Printed V Neck Mini Dress","JW AndersonPrinted V Neck Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jande/jande3076710026/jande3076710026_1757096916860_2-0._QL90_UX1128_.jpg"
